Apto	Andar	PisoT	PisoS	BanhT	BanhS	Cofre	Cortina	CortinaS	CortinaM	CortinaC	Espelho	EspelhoS	AC	MoveisS	MoveisD	Camas	PortaCont	Cabide	CabideQ	SuportPap	SuportSham	SuportShamS	LuminType	LuminColor	TV	Avarias
200	200	Granito	Bom estado	Reformado	Tolerável	Sim	Sim	Nova	212x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Não		Quadrado	Branco	Smart Roku	Jejeb
201	200	Granito		Reformado		Não	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Quadrado	Branco	Philco	
202	200	Granito	Bom estado	Reformado	Reparo urgente	Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2	Sim	Não		Quadrado	Branco	Toshiba	
203	200	Granito	Bom estado	Reformado		Sim	Sim	Nova	Medida correta 2,10	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Quadrado	Branco	Toshiba	
204	200	Madeira	Tolerável			Sim	Não				Não			Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	10	Não	Não					
205	200	Granito	Bom estado	Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Não		Quadrado	Branco	Toshiba	
206	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Arandela		Philco	
207	200	Granito	Bom estado	Reformado		Sim	Sim	Nova	212x180	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Não	Não		Quadrado	Branco	Smart Roku	
208	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Arandela		Philco	
209	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Não		Arandela		Philco	
210	200	Granito		Reformado		Sim	Sim	Nova		Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Não		Arandela		Philco	
211	200	Granito	Bom estado	Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não	Bom estado	Quadrado	Branco	Philco	
212	200	Granito		Reformado		Sim	Sim	Nova	Medida correta 2,05	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não	Bom estado	Quadrado	Branco	Toshiba	
213	200	Granito		Reformado		Sim	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Branca"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Sim	Sim	Bom estado	Arandela		Philco	
214	200	Granito		Reformado		Sim	Sim	Nova	Medida correta 2,22	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não	Bom estado	Quadrado	Branco	Toshiba	
215	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não	Bom estado	Quadrado	Branco	Philco	
216	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Não	Bom estado	Quadrado	Branco	Toshiba	
217	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
218	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	2	Sim	Não	Bom estado	Quadrado	Branco	Toshiba	
219	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
220	200	Granito	Bom estado	Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	4	Sim	Não		Quadrado	Branco	Toshiba	
221	200	Granito		Reformado		Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	1	Sim	Sim	Bom estado	Arandela		Philco	
222	200	Granito	Bom estado	Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	4	Sim	Não	Bom estado	Quadrado	Branco	Toshiba	
223	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
224	200	Granito	Bom estado	Reformado		Sim	Sim		240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Nova"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Não	Não		Quadrado	Branco	Toshiba	
225	200	Granito	Bom estado	Reformado		Sim	Sim		240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Não	Não		Quadrado	Branco	Samsung	
226	200	Granito		Reformado		Sim	Não				Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
227	200	Granito	Bom estado	Reformado		Sim	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Não	Não		Quadrado	Branco	Smart Roku	
228	200	Granito	Bom estado	Reformado		Sim	Sim	Nova		Dois lados	Sim	Manchado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Não		Quadrado	Branco	Toshiba	
229	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
230	200	Granito	Bom estado	Reformado		Não	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Amarela"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Não	Não		Quadrado	Branco	Toshiba	
231	200	Granito		Reformado		Sim	Sim	Nova		Dois lados	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
232	200	Madeira		Reformado		Sim	Sim	Nova		Um lado	Sim	Bom estado	Midea	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	4	Sim	Sim	Bom estado	Arandela		Philco	
233	200	Madeira	Reparo urgente	Reformado		Sim	Sim	Nova	240x180	Dois lados	Sim	Bom estado	Midea	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Verde"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Não	Não		Quadrado	Branco	Toshiba	
300	300	Madeira	Bom estado	Reformado		Sim	Sim	Nova	Boa 	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Sim	Sim	Bom estado	Vidro		Toshiba	
301	300	Madeira	Bom estado	Antigo	Tolerável	Sim	Sim	Nova	Boa	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Cinza"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Não	Sim	2	Sim	Sim	Enferrujado	Arandela		Samsung	Avaria fotografada; Avaria fotografada
302	300	Madeira	Bom estado	Antigo	Reparo urgente	Sim	Sim	Nova	240x180	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": true, ""baseStatus"": ""Nova"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Sim	Não		Vidro		Smart Roku	Avaria fotografada
303	300	Madeira	Tolerável	Antigo	Reparo urgente	Sim	Sim	Nova	Boa	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Sim	Não		Arandela		Smart Roku	Avaria fotografada
304	300					Não	Não				Não			Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Não	0	Não	Não					
305	300					Não	Não				Não			Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Não	0	Não	Não					
306	300	Madeira	Tolerável	Antigo	Tolerável	Sim	Sim	Nova	212x180	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Não		Arandela		Toshiba	Avaria fotografada
307	300	Madeira	Bom estado	Antigo	Tolerável	Sim	Sim	Antiga	otima	Dois lados	Sim	Bom estado	LG	Danificado	"[""Guarda Roupa""]"	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Preta fosca"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	2	Não	Não		Vidro		Smart Roku	
308	300	Madeira	Tolerável	Antigo	Reparo urgente	Sim	Sim	Antiga	boa	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressColor"": ""Rosa"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Não		Vidro		Smart Roku	Avaria fotografada; Avaria fotografada
309	300	Granito	Bom estado	Reformado	Tolerável	Sim	Sim	Antiga	boa	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressStatus"": ""Novo""}]"	Não	Sim	3	Sim	Sim	Bom estado	Quadrado	Branco	Toshiba	
310	300	Granito		Antigo	Tolerável	Sim	Sim	Antiga	boa	Dois lados	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Sim	Bom estado	Quadrado	Branco	Philco	
311	300	Madeira	Tolerável	Antigo	Reparo urgente	Não	Sim	Nova	Grande	Um lado	Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": true, ""baseColor"": ""Rosa"", ""baseStatus"": ""Antiga"", ""skirtColor"": ""Cinza"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseColor"": ""Beje"", ""baseStatus"": ""Antiga"", ""mattressColor"": ""Bege"", ""mattressStatus"": ""Antigo""}]"	Sim	Sim	3	Sim	Sim	Bom estado	Arandela		Smart Roku	Avaria fotografada; Avaria fotografada
312	300	Granito		Reformado		Não	Não				Sim	Bom estado	LG	Bom estado	[]	"[{""type"": ""Casal"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}, {""type"": ""Solteiro"", ""hasSkirt"": false, ""baseStatus"": ""Nova"", ""mattressStatus"": ""Novo""}]"	Sim	Sim	3	Não	Sim	Bom estado				
